scores	parameters
-2.7161321732281936	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.7201801854484535	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.7214519323245683	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'Lossguide', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.7224270599931426	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'Lossguide', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.7245530591757947	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.725469638019578	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.7284243797386347	'feature_selection__estimator__alpha': 0.01, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.7307234914104526	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.73266862929011	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'Lossguide', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.7347118729166504	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.735698378176147	'feature_selection__estimator__alpha': 0.01, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.7370716353421045	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'Lossguide', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.7390656095819774	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.7447147622534853	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.746163647762959	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'Lossguide', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.7526833495283762	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'Lossguide', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.7579614086056745	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.76401366274223	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'Lossguide', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.7653517254431987	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.7667658162386117	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'Lossguide', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.7703431170695842	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'Lossguide', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.7732857723264064	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.7780946873063073	'feature_selection__estimator__alpha': 0.01, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.7980142129391297	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.799001493722196	'feature_selection__estimator__alpha': 0.1, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.825557162966526	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.5, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.826546946124986	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.8287371644751276	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.84888254149331	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.857012456639411	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.03, 'model__verbose': 0
-2.8627220098241053	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 50, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.9282939455078827	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 5, 'model__learning_rate': 0.05, 'model__verbose': 0
-2.944717134257424	'feature_selection__estimator__alpha': 1.0, 'feature_selection__estimator__fit_intercept': True, 'feature_selection__estimator__max_iter': 500, 'feature_selection__estimator__tol': 0.01, 'feature_selection__max_features': 25, 'feature_selection__threshold': -inf, 'model__bagging_temperature': 0.0, 'model__depth': 6, 'model__grow_policy': 'SymmetricTree', 'model__iterations': 300, 'model__l2_leaf_reg': 1, 'model__learning_rate': 0.05, 'model__verbose': 0
